transaction_id,member_id,isbn,checkout_date,return_date,branch_id
TXN002675,M39852,,2024-04-02,,BR001
TXN002676,M35712,978-0-670-45059-6,2025-06-05,2025-06-27,BR014
TXN002677,M12371,978-0-673-12343-5,2025-06-10,2025-06-23,BR001
TXN002678,M26415,978-1-85142-025-4,2024-12-31,2025-01-04,BR007
TXN002679,M67403,978-1-4502-8231-4,2024-04-11,2024-04-23,BR010
TXN002680,M56109,978-1-55767-299-5,2023-11-29,2023-12-07,BR007
TXN002681,M40413,978-1-904431-83-1,2025-01-28,2025-02-21,BR001
TXN002682,M80283,978-1-953102-97-3,2024-10-01,,BR013
TXN002683,M42757,978-1-06-291792-5,2024-07-24,,BR002
TXN002684,M67482,978-0-7328-1629-2,13/12/2023,2024-01-02,BR001
TXN002685,M95879,978-1-392-21983-6,2024-07-30,2024-08-12,BR005
TXN002686,M72744,978-1-7376710-5-3,2024-01-22,,BR011
TXN002687,M42794,978-1-07-459915-7,06/07/2025,2025-07-30,BR004
TXN002688,M56787,978-1-4500-2026-8,04/08/2025,2025-05-01,BR014
TXN002689,M49677,978-1-890345-02-0,2024-12-21,2025-01-18,BR013
TXN002690,M95674,978-1-60304-093-8,2024-04-30,2024-05-23,BR015
TXN002691,M80964,978-1-4182-3688-5,23/12/2023,2024-01-06,BR001
TXN002692,M91509,978-0-8272-1051-6,04/09/2024,2024-04-14,BR002
TXN002693,M78287,978-1-01-842201-5,2024-04-02,2024-04-06,BR012
TXN002694,M58809,978-1-320-83168-0,2024-01-10,2024-01-18,BR013
TXN002695,M67708,978-0-603-89173-1,2025-04-05,2025-04-06,BR008
TXN002696,M75392,978-1-894767-20-0,2023-11-14,2023-11-27,BR005
TXN002697,M49375,978-0-14-107071-1,2024-08-26,,BR002
TXN002698,M89920,978-1-08-951237-0,2023-10-18,2023-10-31,BR001
TXN002699,M68198,,2024-07-11,2024-08-02,  BR004 
TXN002700,M66503,978-0-944545-69-0,2024-09-23,2024-10-11,BR011
TXN002701,M55587,978-1-56192-767-8,2023-12-10,2024-01-08,BR015
TXN002702,M54068,978-1-188-62639-8,2024-06-29,2024-07-24,BR015
TXN002703,M87458,978-0-667-83055-4,2024-10-09,2024-11-05,  BR001 
TXN002704,M91465,978-0-388-74022-4,2024-03-20,2024-04-19,BR007
TXN002705,M17486,978-1-144-66276-7,2024-03-11,2024-04-04,BR009
TXN002706,M98862,978-0-411-76142-4,2025-01-13,2025-02-01,BR009
TXN002707,M84488,978-1-248-31968-0,2025-04-04,2025-04-17,BR005
TXN002708,M71254,978-1-4704-6568-1,2025-09-27,2025-10-27,BR015
TXN002709,M11990,978-1-03-688300-3,2024-05-04,2024-05-07,BR011
TXN002710,M42759,978-1-936315-92-5,2025-04-11,2025-04-24,BR005
TXN002711,M15060,978-0-270-65934-4,2023-11-30,2023-12-09,BR006
TXN002712,M95594,978-0-629-11872-0,2024-01-15,,BR010
TXN002713,M50225,978-1-71830-181-8,2024-09-04,2024-10-02,BR006
TXN002714,M33433,978-0-7578-9849-5,2024-09-26,2024-10-11,BR001
TXN002715,M14850,978-1-990522-17-8,2024-01-12,2024-01-30,BR008
TXN002716,M38553,978-1-56581-898-9,2025-02-09,2025-02-18,BR010
TXN002717,M89996,978-1-173-56316-5,2024-03-08,2024-03-17,BR002
TXN002718,M46194,978-0-9755726-1-0,2024-08-14,2024-09-04,BR008
TXN002719,M32871,978-1-378-81193-1,2024-11-01,2024-11-09,BR010
TXN002720,M25000,978-1-82013-071-9,2024-08-20,2024-09-17,BR003
TXN002721,M67712,978-1-321-63361-0,2025-05-22,2025-05-30,BR001
TXN002722,M17970,978-0-7985-4900-4,2024-05-27,2024-05-28,  BR005 
TXN002723,M98917,978-0-7295-4585-3,2024-10-16,2024-11-08,BR014
TXN002724,M15863,978-1-399-81274-0,2025-10-13,2025-10-30,BR006
TXN002725,M68171,978-0-255-17419-0,2025-03-09,2025-03-20,BR002
TXN002726,M84758,978-1-81476-212-4,2025-03-13,2025-03-16,BR014
TXN002727,M94133,978-0-18-639945-7,2024-04-19,2024-04-30,BR005
TXN002728,M89556,978-1-5315-6309-7,2024-04-08,2024-05-07,BR006
TXN002729,M95456,978-1-85909-645-1,2025-07-19,2025-07-25,BR005
TXN002730,M58274,,2024-12-10,2024-12-29,BR015
TXN002731,M13346,978-0-408-99217-6,2024-10-01,2024-10-18,BR004
TXN002732,M76608,978-1-166-81133-4,16/09/2025,2025-09-23,BR012
TXN002733,M59655,978-0-670-72173-3,2025-03-13,2025-03-18,BR001
TXN002734,M59950,978-0-422-24198-4,2025-07-17,,BR011
TXN002735,M20133,978-0-632-36540-1,12/21/2023,2024-01-09,BR004
TXN002736,M92617,978-1-4424-8420-7,2024-02-06,2024-02-10,BR007
TXN002737,M79174,978-0-509-47651-3,2024-01-08,2024-01-25,BR010
TXN002738,M78201,978-0-564-09941-2,05/26/2024,2024-06-14,BR005
TXN002739,M48412,978-0-9891370-5-8,2024-05-28,2024-06-22,BR006
TXN002740,M57443,978-1-5190-8261-9,2025-02-12,2025-02-16,BR006
TXN002741,M41594,978-0-356-59429-3,2024-12-20,2024-12-23,BR015
TXN002742,M56135,978-0-237-66696-5,25/12/2024,2025-01-15,BR002
TXN002743,M73459,978-1-338-61941-6,2025-06-15,2025-06-23,BR008
TXN002744,M84624,978-0-934242-40-0,2024-07-16,2024-07-24,BR003
TXN002745,M63427,978-0-463-34889-5,2024-03-30,2024-04-08,BR011
TXN002746,M47602,978-1-375-18669-8,16/04/2024,,BR002
TXN002747,M65184,978-1-5424-3826-1,2025-09-02,2025-09-23,BR003
TXN002748,M35965,978-1-5074-3509-0,2025-07-05,2025-07-11,BR015
TXN002749,M25832,978-1-947039-69-8,2025-07-13,2025-08-12,BR013
TXN002750,M71585,978-1-5359-1765-0,2023-11-15,2023-12-12,BR003
TXN002751,M66547,,2024-09-12,2024-09-17,BR003
TXN002752,M77488,978-0-09-954288-9,2025-09-07,2025-09-21,BR015
TXN002753,M56447,978-1-4966-8667-1,2024-12-17,2025-01-09,BR012
TXN002754,M48455,978-1-06-170690-2,2023-12-15,2023-12-26,BR015
TXN002755,M87526,978-1-110-38471-6,2024-06-16,2024-06-18,BR002
TXN002756,M19666,978-1-66505-188-0,2024-08-17,2024-09-16,BR006
TXN002757,M63592,978-0-674-49234-9,04/03/2025,2025-03-14,BR012
TXN002758,M72535,978-1-9850-4505-7,2025-05-07,2025-06-01,BR012
TXN002759,M87274,978-0-7540-2428-6,2024-08-26,2024-08-31,BR015
TXN002760,M11020,978-0-571-40250-2,2025-09-29,2025-10-14,  BR006 
TXN002761,M59725,978-1-76264-816-7,2025-04-21,2025-05-10,BR003
TXN002762,M46608,978-1-936806-35-5,2024-10-22,2024-11-07,BR002
TXN002763,M54710,,2024-03-23,2024-04-11,BR009
TXN002764,M76614,978-0-12-789695-3,2023-12-14,2023-12-27,BR007
TXN002765,M51756,978-0-485-27758-6,2024-07-14,,BR003
TXN002766,M37614,978-0-365-62036-5,2024-03-19,2024-04-08,BR005
TXN002767,M51204,978-1-394-68963-7,2024-04-01,2024-04-11,BR005
TXN002768,M45893,978-0-335-76170-8,2024-09-05,2024-09-15,BR004
TXN002769,M44003,978-0-7445-7762-4,2025-02-18,2025-02-26,BR013
TXN002770,M97350,978-1-367-85089-7,2025-08-03,2025-08-30,BR002
TXN002771,M76676,978-1-4759-4434-1,2025-06-18,2025-06-20,  BR001 
TXN002772,M80756,978-0-9537740-3-6,2024-09-26,,BR004
TXN002773,M13378,978-1-874042-07-5,2024-08-16,2024-09-04,BR005
TXN002774,M65902,978-0-497-53411-0,2024-06-01,2024-06-16,BR009
TXN002775,,978-0-309-90009-6,2025-06-27,2025-07-25,BR012
TXN002776,M25720,978-1-56582-344-0,21/06/2024,2024-06-24,BR007
TXN002777,M27933,978-1-5352-3266-1,2025-10-02,2025-10-14,BR012
TXN002778,M20363,978-0-470-91103-7,2025-05-31,2025-06-11,BR004
TXN002779,M30542,978-1-119-98996-7,2025-06-14,2025-07-08,BR005
TXN002780,M77219,978-0-8158-3746-6,2024-08-20,2024-08-31,BR002
TXN002781,M15027,978-1-77618-687-7,2025-02-13,2025-03-02,BR015
TXN002782,M51618,978-1-966682-90-5,2025-04-07,2025-05-06,BR009
TXN002783,M92061,,2025-03-17,2025-03-25,BR011
TXN002784,M27940,978-1-59950-891-7,2024-05-02,2024-05-24,BR014
TXN002785,M35647,978-0-302-92764-9,2025-06-30,2025-07-06,BR003
TXN002786,M75106,978-1-7398622-1-3,2024-04-16,2024-04-19,BR004
TXN002787,M77673,978-0-318-66047-9,05/25/2024,2024-06-08,BR012
TXN002788,M18816,978-0-89147-852-2,04/21/2024,2024-04-27,BR010
TXN002789,M15087,978-1-203-59441-1,2023-10-26,2023-11-16,BR005
TXN002790,M86532,978-0-87351-866-6,2024-05-27,2024-06-18,BR006
TXN002791,M33601,978-1-4131-3518-3,2025-02-17,2025-02-27,BR014
TXN002792,M97552,978-0-585-34658-8,2025-05-31,2025-06-20,BR013
TXN002793,M56809,978-0-9885217-8-0,2024-12-27,,BR005
TXN002794,M24728,978-0-9841286-5-5,2024-07-03,2024-07-13,BR015
TXN002795,M64997,978-1-75923-831-9,2024-12-16,2024-12-30,BR006
TXN002796,M25180,978-0-8003-8146-2,2024-02-29,2024-03-12,  BR006 
TXN002797,M62178,978-0-421-95973-6,2025-09-27,2025-10-24,BR013
TXN002798,M74117,978-0-218-52734-6,2023-12-19,2023-12-29,BR011
TXN002799,M45117,978-1-61331-555-2,05/03/2024,2024-03-19,BR015
TXN002800,M17969,978-0-530-30440-3,2024-09-06,2024-09-17,BR006
TXN002801,M63900,978-0-09-659845-2,2024-06-03,2024-06-12,BR008
TXN002802,M17160,978-1-345-41829-3,2024-12-19,2025-01-09,BR012
TXN002803,M15980,978-1-994520-64-4,2025-02-25,2025-03-26,BR007
TXN002804,M31828,978-0-616-69100-7,2025-07-29,2025-08-18,BR013
TXN002805,M90052,978-0-421-68268-9,2025-08-20,2025-09-13,BR010
TXN002806,M12767,978-0-7562-6996-8,2025-09-10,2025-09-21,BR002
TXN002807,M56229,978-0-479-10059-3,2024-03-30,,BR009
TXN002808,M16450,978-1-228-70322-5,2023-11-05,2023-11-11,BR006
TXN002809,M80215,978-1-85972-438-5,2024-09-16,2024-10-12,BR012
TXN002810,M31155,978-0-9514520-5-9,19/02/2025,2025-03-09,BR006
TXN002811,M42598,978-0-86060-480-8,02/17/2024,2024-03-13,BR001
TXN002812,M79016,978-1-06-547476-0,2025-03-03,2025-03-05,BR007
TXN002813,M30571,978-0-904189-85-8,2024-08-27,2024-09-21,BR001
TXN002814,M42415,,2025-09-16,2025-10-12,BR012
TXN002815,M59526,978-0-01-655623-4,2024-10-24,2024-11-22,BR003
TXN002816,M45389,978-1-65699-313-7,2024-07-24,,BR002
TXN002817,M64444,,2025-09-14,2025-10-04,BR012
TXN002818,M29902,978-0-290-11386-4,2023-10-20,2023-10-27,BR010
TXN002819,M89389,978-1-947199-03-3,2024-10-20,2024-11-06,BR013
TXN002820,M13071,978-1-148-95382-3,2025-09-07,2025-09-16,BR008
TXN002821,M95989,978-1-191-47905-9,2024-04-01,2024-04-04,BR007
TXN002822,M39131,978-0-8395-1673-6,2025-01-23,2025-02-02,BR009
TXN002823,M79888,978-0-267-08488-3,2024-08-04,,BR007
TXN002824,M75147,978-1-62925-822-5,2024-11-01,2024-11-24,BR006
TXN002825,M24195,978-0-18-323530-7,2024-08-28,2024-09-10,BR010
TXN002826,M40423,978-1-84676-780-7,2025-01-02,2025-01-23,BR008
TXN002827,M50712,978-1-58374-495-6,2025-06-12,2025-06-15,BR013
TXN002828,M22502,978-1-213-53175-8,2025-07-30,2025-08-15,BR004
TXN002829,M87779,978-0-89748-741-2,2025-09-19,2025-10-16,BR003
TXN002830,M72064,978-1-86267-511-7,2025-05-13,2025-05-21,BR014
TXN002831,M17724,978-1-4534-9655-8,2023-12-05,2023-12-29,BR005
TXN002832,M54285,978-1-4196-7896-7,2024-04-04,2024-04-23,BR001
TXN002833,M88476,978-0-935820-16-4,2025-05-09,2025-05-16,BR001
TXN002834,M83716,978-0-597-22422-5,2024-10-31,2024-11-21,BR009
TXN002835,M40898,978-1-927668-09-2,2025-01-15,2025-02-02,BR012
TXN002836,M20673,978-1-01-804033-2,2025-08-09,2025-08-22,BR007
TXN002837,M26683,978-0-537-35866-9,2025-10-04,2025-10-08,BR003
TXN002838,M31783,978-0-554-46053-6,2024-12-15,2024-12-17,BR014
TXN002839,M65598,978-0-9674627-2-1,2023-11-18,2023-12-04,BR011
TXN002840,M28332,978-0-649-91192-9,16/03/2025,2025-03-17,BR009
TXN002841,M48895,978-1-72850-215-1,2025-09-21,2025-10-20,BR005
TXN002842,M98694,978-0-07-755821-5,2025-08-12,2025-08-24,BR006
TXN002843,M83899,978-0-643-95678-0,2024-04-26,2024-05-18,BR003
TXN002844,M36799,978-0-7890-7519-2,2025-03-06,2025-03-26,BR012
TXN002845,M42930,978-0-7755-1294-6,2024-05-19,2024-06-18,BR004
TXN002846,M27739,978-0-531-64982-4,2024-10-28,2024-10-29,BR012
TXN002847,M51640,978-1-9747-7656-6,2025-05-06,2025-05-07,BR003
TXN002848,M50873,978-1-05-549434-1,2024-03-24,2024-04-11,BR004
TXN002849,M70108,978-1-71569-220-9,2025-06-11,2025-07-01,BR001
TXN002850,M30506,978-0-7634-1535-8,2024-12-21,2024-12-29,BR011
TXN002851,M55214,978-0-00-115477-3,2025-07-02,2025-07-12,BR015
TXN002852,M65858,978-1-314-87225-5,2025-09-02,2025-09-27,BR005
TXN002853,M62857,978-1-64135-474-5,2023-12-22,2024-01-13,BR009
TXN002854,M36553,978-1-7395232-8-2,2024-07-08,2024-07-15,BR003
TXN002855,M46698,978-1-80957-947-8,07/04/2024,2024-07-30,BR010
TXN002856,M78461,978-1-60284-136-9,02/13/2024,2024-03-03,BR013
TXN002857,M87616,978-1-70407-146-6,2025-05-25,2025-06-14,BR013
TXN002858,M97621,978-0-479-73418-7,2024-06-25,2024-07-21,BR004
TXN002859,M40386,978-1-08-374560-6,01/11/2024,2024-01-31,BR002
TXN002860,M29200,978-0-9610175-9-0,2025-02-20,2025-03-03,BR008
TXN002861,M20195,978-0-7067-9490-8,2024-10-05,2024-10-31,BR001
TXN002862,M67630,978-0-85516-215-3,2024-12-09,2024-12-26,BR008
TXN002863,M25374,978-1-76353-673-9,07/09/2024,2024-07-22,BR007
TXN002864,M72190,978-1-07-072288-7,2024-03-18,2024-04-04,BR014
TXN002865,M20249,978-0-351-39014-2,2024-02-29,2024-03-06,BR014
TXN002866,M93069,978-1-274-93663-9,2024-05-30,2024-06-13,BR012
TXN002867,M83464,978-1-148-03007-4,2025-02-17,2025-03-11,BR012
TXN002868,M25760,978-1-65826-082-4,2025-09-25,2025-10-01,BR007
TXN002869,M13315,978-0-637-94128-0,2025-07-06,2025-07-28,BR014
TXN002870,M55349,978-1-911223-21-4,2024-04-23,2024-05-22,BR004
TXN002871,M35032,978-1-261-19789-0,2025-05-25,2025-05-26,BR003
TXN002872,M35668,978-1-946574-46-6,08/12/2025,2025-08-31,BR009
TXN002873,M50683,978-0-554-41181-1,2025-05-18,2025-05-27,BR015
TXN002874,M75902,978-0-367-38052-6,2023-11-25,2023-12-16,BR010
TXN002875,M46038,978-0-7684-1847-7,2025-08-30,,BR007
TXN002876,M43166,978-1-220-14833-8,2024-04-08,2024-05-05,BR001
TXN002877,M13988,978-0-11-272836-8,2023-10-22,2023-11-11,BR015
TXN002878,M92868,978-1-64770-906-8,2025-02-08,2025-03-08,BR003
TXN002879,M94875,978-1-183-76295-4,2023-10-15,2023-10-27,BR013
TXN002880,M13779,978-1-162-17204-0,2024-11-15,2024-12-09,BR012
TXN002881,M33187,978-0-418-69303-2,2025-07-22,,BR003
TXN002882,,978-1-4564-9674-6,2024-01-01,2024-01-12,BR011
TXN002883,M22776,978-1-05-390649-5,2023-11-07,2023-11-14,BR005
TXN002884,M95865,978-0-342-51970-5,2024-01-12,2024-02-03,BR001
TXN002885,M51481,978-1-891368-29-5,2024-07-26,2024-08-14,BR003
TXN002886,,978-1-4215-3193-9,2025-01-22,2025-02-18,BR011
TXN002887,M97519,978-0-526-02216-8,2024-12-04,2024-12-29,BR002
TXN002888,M75735,978-1-5480-2933-3,2025-04-30,,BR005
TXN002889,M68117,,2024-07-09,2024-07-26,BR010
TXN002890,M63641,978-1-391-06573-1,2025-07-22,2025-07-23,BR012
TXN002891,M50784,978-0-7454-6935-5,2024-01-11,2024-01-26,BR006
TXN002892,M84471,978-0-401-28331-8,2024-12-04,2024-12-19,BR002
TXN002893,M21555,978-1-990359-71-2,08/10/2024,2024-10-11,BR002
TXN002894,M34334,978-0-7030-5687-0,2025-08-07,2025-09-01,BR011
TXN002895,M32195,978-0-246-05164-6,2024-11-12,2024-11-27,BR004
TXN002896,M20652,978-1-337-68418-7,2024-09-09,2024-10-01,BR004
TXN002897,M94189,978-1-76006-434-1,2024-06-07,2024-07-02,BR014
TXN002898,M27397,978-0-17-303324-1,2024-12-11,2024-12-17,BR007
TXN002899,M46564,978-1-57451-048-5,2024-05-06,2024-06-02,BR006
TXN002900,M34673,978-1-73181-560-6,2025-07-01,2025-07-11,BR004
TXN002901,M43994,978-0-7079-9594-6,2025-05-22,,BR005
TXN002902,M56550,978-0-11-079764-9,2025-07-19,2025-08-05,BR006
TXN002903,M68939,978-1-56572-897-4,2024-02-01,2024-02-03,BR011
TXN002904,M86706,978-0-485-40390-9,2025-01-01,2025-01-24,BR009
TXN002905,M66866,978-1-85606-699-0,2024-02-24,2024-03-05,BR013
TXN002906,M37190,978-0-382-68709-9,2025-04-27,2025-05-21,BR009
TXN002907,M45251,978-1-77957-039-0,2024-11-30,2024-12-07,BR013
TXN002908,M71300,978-0-637-79271-4,2025-02-14,2025-03-08,BR015
TXN002909,M92721,978-0-7351-2896-5,2024-02-17,2024-02-28,BR003
TXN002910,M58795,978-1-82432-333-9,2023-11-20,2023-11-22,BR011
TXN002911,M52253,978-0-9934460-6-1,2025-05-31,2025-06-29,BR011
TXN002912,M11035,978-1-943069-52-1,2024-03-01,2024-03-22,BR008
TXN002913,M23134,978-1-5294-1285-7,2024-04-08,2024-04-23,BR006
TXN002914,M81667,978-0-644-88548-5,2024-09-28,2024-10-18,BR001
TXN002915,M69827,978-0-11-980425-6,2024-06-25,2024-07-08,BR012
TXN002916,M72072,978-0-8053-7642-5,2024-07-06,2024-07-26,BR005
TXN002917,M54286,978-1-86887-860-4,21/02/2025,2025-03-23,BR007
TXN002918,M40710,978-0-922131-70-9,2025-08-03,2025-08-07,BR015
TXN002919,M65179,978-1-86639-928-6,2025-05-28,2025-06-10,BR005
TXN002920,,,2024-11-30,2024-12-10,BR009
TXN002921,M88230,978-0-87314-249-6,2024-07-04,2024-07-23,BR009
TXN002922,M28290,978-0-917964-41-1,2024-08-21,2024-08-23,BR006
TXN002923,M21848,978-0-288-80700-3,2024-06-06,2024-06-18,BR013
TXN002924,M70124,978-0-87451-202-1,2025-02-22,,BR008
TXN002925,M29331,978-0-7545-4164-6,11/04/2024,2024-11-07,BR003
TXN002926,M34195,978-0-04-662750-8,2025-05-06,2025-05-30,BR004
TXN002927,M42077,978-0-697-44203-1,2025-07-09,2025-07-21,BR009
TXN002928,M10648,978-0-7854-8330-4,2024-12-05,,BR006
TXN002929,M82067,978-1-238-36806-3,2023-11-18,2023-12-04,BR012
TXN002930,M97613,978-1-57923-267-2,2023-12-08,2024-01-02,BR008
TXN002931,M22559,978-0-9701501-9-6,2024-08-25,2024-08-30,BR006
TXN002932,M62413,978-0-09-251920-8,2024-01-09,2024-01-31,BR015
TXN002933,M65652,978-1-233-29704-7,2024-12-07,,  BR009 
TXN002934,M74003,978-1-958291-58-0,2025-09-18,,BR010
TXN002935,M89760,978-1-116-39714-7,2024-12-26,2025-01-06,BR004
TXN002936,M75726,978-1-57414-248-8,2025-05-28,2025-06-10,BR010
TXN002937,M20127,978-1-262-59188-8,2024-04-04,2024-04-06,BR003
TXN002938,M37686,978-0-497-73677-4,2024-02-16,2024-03-08,BR002
TXN002939,M33576,978-1-343-54978-4,2024-10-10,2024-11-01,BR005
TXN002940,M73000,,2024-12-28,2025-01-10,BR007
TXN002941,M99435,978-1-71564-380-5,2025-06-15,2025-06-18,BR002
TXN002942,M55388,978-0-480-42479-4,06/07/2025,2025-07-19,BR002
TXN002943,M11602,978-0-09-409165-8,2024-10-01,2024-10-14,BR003
TXN002944,M99954,978-1-242-66225-6,2024-04-22,2024-05-14,BR008
TXN002945,M62652,978-0-369-30914-3,2025-08-18,2025-08-27,BR001
TXN002946,M93115,978-0-527-31172-8,2025-06-04,2025-06-19,BR013
TXN002947,M75806,978-1-147-56900-1,2025-01-19,2025-02-16,BR008
TXN002948,M80126,978-0-933598-47-8,2025-05-21,2025-06-04,BR002
TXN002949,M79692,978-0-9835966-7-7,2025-05-11,2025-05-16,BR014
TXN002950,M10911,978-1-390-22624-9,2024-09-17,2024-09-26,BR015
TXN002951,M35901,978-1-5003-2990-7,2024-12-07,2024-12-22,BR010
TXN002952,M67001,,11/03/2025,,BR005
TXN002953,M74175,978-1-4761-4427-6,2024-10-15,2024-11-06,BR001
TXN002954,M58404,978-1-5404-2316-0,2025-01-08,2025-02-02,BR006
TXN002955,M13084,978-0-675-49393-2,2024-05-24,2024-06-07,BR003
TXN002956,M12296,978-1-904539-25-4,2024-02-18,2024-03-09,BR005
TXN002957,M24638,978-0-573-38133-1,2023-10-28,2023-11-10,BR001
TXN002958,M42588,978-0-453-30236-4,2024-05-27,,BR009
TXN002959,M28958,978-0-474-09853-6,2025-03-19,2025-03-31,BR007
TXN002960,M70035,978-0-03-350516-1,2023-11-18,2023-12-17,BR004
TXN002961,M78623,978-0-510-71555-7,2024-11-07,,BR001
TXN002962,M58863,,2024-10-12,2024-11-02,  BR010 
TXN002963,M23254,978-0-422-45641-8,2023-12-10,,BR012
TXN002964,M93458,978-1-5125-3807-6,2025-04-29,2025-05-05,BR007
TXN002965,M43666,978-0-350-53494-3,2025-08-25,2025-09-21,BR012
TXN002966,M66811,978-1-157-55716-6,2024-08-24,2024-09-02,BR013
TXN002967,M49741,978-0-8246-3061-4,2025-04-10,2025-04-18,  BR009 
TXN002968,M16400,978-0-85635-200-3,2024-09-12,2024-10-12,BR008
TXN002969,M67271,978-1-04-205986-7,2024-10-14,2024-10-23,BR012
TXN002970,M75740,978-1-9771-4336-5,2023-10-31,2023-11-06,BR010
TXN002971,M98894,978-0-10-146103-0,2024-12-25,2024-12-26,BR001
TXN002972,M64306,978-0-89304-616-3,2025-08-29,2025-09-18,BR005
TXN002973,M93211,978-1-878518-56-9,2025-08-24,2025-09-16,BR004
TXN002974,M52547,978-1-09-656882-7,2024-07-17,2024-08-09,BR010
TXN002975,M89864,978-0-07-272081-5,2025-02-17,2025-03-09,BR010
TXN002976,M53090,978-1-237-35640-5,2024-09-18,2024-09-19,BR008
TXN002977,M54951,978-0-8306-9789-2,2024-12-13,2024-12-18,BR006
TXN002978,M70548,978-0-454-98367-8,2025-07-26,2025-08-18,BR008
TXN002979,M32283,978-1-74906-688-5,2025-03-25,2025-04-16,BR005
TXN002980,M84883,978-1-185-71164-6,2024-06-29,2024-07-11,BR011
TXN002981,,978-1-956343-18-2,2023-11-18,2023-11-28,BR009
TXN002982,M51331,978-0-920025-85-7,2024-08-22,,BR008
TXN002983,M91902,978-0-7773-0316-0,2024-10-09,2024-10-23,BR010
TXN002984,M64446,978-0-926154-87-2,2025-02-17,2025-02-27,BR001
TXN002985,M82933,978-0-240-25455-5,2023-10-31,2023-11-18,BR004
TXN002986,M27261,978-1-4908-0998-4,2025-06-21,2025-07-04,BR014
TXN002987,,978-1-7388724-6-6,2023-12-24,2023-12-30,  BR002 
TXN002988,M30855,978-0-343-83000-7,2024-12-11,2024-12-29,BR012
TXN002989,M63545,978-0-529-49307-1,2025-03-02,2025-03-22,BR004
TXN002990,M46553,978-0-7996-5466-0,2024-02-02,2024-02-24,BR006
TXN002991,M92984,978-0-518-96225-0,2024-02-04,2024-02-22,BR006
TXN002992,M61402,978-1-00-223023-7,2025-07-30,2025-08-14,BR007
TXN002993,M47523,978-0-567-71251-6,2025-02-06,2025-03-06,BR008
TXN002994,M33281,978-1-182-80516-4,2024-08-03,2024-08-14,BR001
TXN002995,M70820,978-0-239-27884-5,2025-04-29,2025-05-12,BR011
TXN002996,M86042,978-0-9863615-2-4,2024-09-24,2024-10-15,BR007
TXN002997,M13806,978-1-4420-2248-5,2024-01-31,2024-02-17,BR003
TXN002998,M20552,978-0-13-737145-7,2023-11-13,2023-11-14,BR012
TXN002999,M52601,978-0-8026-6914-8,2025-05-12,2025-05-28,BR003
TXN003000,M99700,978-1-06-104718-0,2024-12-02,,BR006
TXN003001,,978-0-9925692-4-2,2025-03-27,2025-04-13,BR011
TXN003002,M35301,978-0-410-34141-2,2024-03-06,2024-03-30,BR003
TXN003003,M41367,978-0-18-140513-9,2024-02-05,2024-02-12,BR015
TXN003004,M52300,978-1-904470-85-4,08/11/2024,2024-08-18,BR002
TXN003005,M85707,978-0-671-48783-6,2023-12-03,2023-12-18,BR004
TXN003006,M41704,978-0-456-45722-1,2024-09-12,2024-09-16,BR008
TXN003007,M89168,978-1-07-403374-3,2024-04-19,2024-04-25,BR014
TXN003008,M42094,978-0-933913-69-1,2024-05-12,,BR002
TXN003009,M14236,978-1-4106-0326-5,2025-04-20,2025-05-06,BR007
TXN003010,M60504,978-1-318-05763-4,2023-12-17,2024-01-15,BR007
TXN003011,M80430,978-0-08-965461-5,2024-02-12,2024-03-01,BR013
TXN003012,M13109,978-1-06-400474-6,2025-09-07,2025-09-17,BR014
TXN003013,M62218,978-1-948698-94-8,2024-10-19,2024-10-31,BR012
TXN003014,M62354,978-1-03-610077-3,2023-10-16,2023-10-31,BR009
TXN003015,M66175,978-1-7375949-3-2,2025-05-27,2025-06-05,BR002
TXN003016,M85997,978-1-81117-196-7,2025-06-13,2025-06-25,BR002
TXN003017,M64118,978-1-902144-41-2,2025-09-03,2025-09-29,  BR003 
TXN003018,M73254,978-1-967433-38-4,2024-05-22,2024-06-14,BR002
TXN003019,M19708,978-1-5239-1703-7,2025-03-28,2025-04-05,BR012
TXN003020,M44078,978-0-00-499926-5,2025-01-13,2025-02-08,BR012
TXN003021,M69031,978-0-619-77317-5,2024-03-20,2024-03-22,BR010
TXN003022,M28352,978-1-248-72385-2,2025-06-23,,BR005
TXN003023,M58608,978-1-392-76871-6,2024-04-21,2024-05-14,BR012
TXN003024,M30749,978-0-493-17967-4,2025-08-29,2025-09-13,BR005
TXN003025,M98247,978-0-558-17357-9,2024-12-31,2025-01-05,BR012
TXN003026,M29205,978-0-625-06989-7,2024-02-28,2024-03-20,BR014
TXN003027,M39873,,2025-07-16,2025-07-21,BR004
TXN003028,M86576,,2025-04-14,2025-05-08,BR006
TXN003029,M77740,978-1-63989-701-8,2025-08-30,2025-09-11,  BR010 
TXN003030,M94390,978-1-70393-427-4,2025-03-05,2025-03-22,BR014
TXN003031,M59068,978-1-69255-290-9,2024-06-10,2024-06-16,BR015
TXN003032,M78843,978-1-00-011015-9,2024-08-19,2024-08-20,BR008
TXN003033,M97653,978-0-9738449-8-6,2023-12-12,2023-12-19,BR006
TXN003034,M39400,978-0-00-882384-9,02/11/2025,2025-03-09,BR010
TXN003035,M25675,978-0-86723-310-0,2024-04-23,2024-05-12,BR006
TXN003036,M93707,978-0-7736-5561-4,12/29/2024,2025-01-25,BR014
TXN003037,M78697,978-0-88220-631-8,2024-11-01,2024-11-23,BR012
TXN003038,M14304,978-1-176-13023-4,08/11/2024,2024-08-28,BR002
